"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","AZE","Azerbaijan","2016","2016",0.99855,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SUR","Suriname","2012","2012",75.95851,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","TZA","United Republic of Tanzania","2012","2012",0.97331,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","TZA","United Republic of Tanzania","2015","2015",0.97274,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40520","Latin America and the Caribbean","2012","2012",97.93571,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40520","Latin America and the Caribbean","2013","2013",97.88868,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40520","Latin America and the Caribbean","2014","2014",98.2273,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40520","Latin America and the Caribbean","2015","2015",98.29408,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40520","Latin America and the Caribbean","2016","2016",98.36478,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CUB","Cuba","2012","2012",99.70606,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BWA","Botswana","2014","2014",86.74,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","BDI","Burundi","2014","2014",0.37549,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2013","2013",99.99486,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2014","2014",99.98055,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2015","2015",99.98383,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2016","2016",99.98657,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CIV","Côte d'Ivoire","2012","2012",13.56576,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CIV","Côte d'Ivoire","2014","2014",10.40017,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2012","2012",77.83291,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2013","2013",85.52715,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2014","2014",85.55473,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2015","2015",87.88877,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2016","2016",92.24265,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BGD","Bangladesh","2017","2017",92.95076,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GNB","Guinea-Bissau","2014","2014",49.75632,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","LKA","Sri Lanka","2016","2016",0.87884,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","LKA","Sri Lanka","2017","2017",0.87273,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MDV","Maldives","2014","2014",93.31756,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IRN","Iran (Islamic Republic of)","2012","2012",44.89145,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IRN","Iran (Islamic Republic of)","2013","2013",46.60938,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IRN","Iran (Islamic Republic of)","2014","2014",46.97359,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","IRN","Iran (Islamic Republic of)","2016","2016",49.94369,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","JOR","Jordan","2012","2012",99.00204,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PER","Peru","2012","2012",63.25704,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PER","Peru","2014","2014",62.94064,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PER","Peru","2015","2015",66.00604,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PER","Peru","2016","2016",67.37812,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAK","Pakistan","2012","2012",43.07189,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAK","Pakistan","2013","2013",41.97494,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAK","Pakistan","2014","2014",44.28342,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KWT","Kuwait","2012","2012",64.58226,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KWT","Kuwait","2013","2013",68.17706,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KWT","Kuwait","2015","2015",69.54723,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KWT","Kuwait","2017","2017",72.01452,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40043","Upper middle income countries","2012","2012",96.10452,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40043","Upper middle income countries","2013","2013",96.14528,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40043","Upper middle income countries","2014","2014",96.27109,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40043","Upper middle income countries","2015","2015",96.4173,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40043","Upper middle income countries","2016","2016",96.52922,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2013","2013",99.22177,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MLI","Mali","2015","2015",45.06592,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MOZ","Mozambique","2015","2015",56.039,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TKM","Turkmenistan","2014","2014",99.6,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UKR","Ukraine","2012","2012",0.99927,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","CHL","Chile","2013","2013",88.88762,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","CHL","Chile","2015","2015",89.93114,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","TUR","Turkey","2012","2012",0.93224,"+","National Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","TUR","Turkey","2013","2013",0.93635,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","TUR","Turkey","2014","2014",0.93812,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","TUR","Turkey","2015","2015",0.93985,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","TUR","Turkey","2016","2016",0.94723,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ALB","Albania","2012","2012",86.91226,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","JAM","Jamaica","2014","2014",88.1,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SVN","Slovenia","2014","2014",1.0011,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COM","Comoros","2012","2012",69.59522,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","ARG","Argentina","2012","2012",98.00782,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","ARG","Argentina","2013","2013",97.32063,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","ARG","Argentina","2014","2014",97.11845,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","ARG","Argentina","2015","2015",98.1455,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","ARG","Argentina","2016","2016",97.61888,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40030","Middle income countries","2012","2012",80.01646,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40030","Middle income countries","2013","2013",80.28632,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40030","Middle income countries","2014","2014",80.85309,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40030","Middle income countries","2015","2015",81.21275,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40030","Middle income countries","2016","2016",81.61848,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2012","2012",99.67278,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2013","2013",99.66926,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2014","2014",99.72276,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2015","2015",99.65568,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ESP","Spain","2016","2016",99.62216,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ECU","Ecuador","2012","2012",90.95168,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ECU","Ecuador","2013","2013",92.21808,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ECU","Ecuador","2014","2014",93.25386,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ECU","Ecuador","2015","2015",93.25662,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ECU","Ecuador","2016","2016",93.31453,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GIN","Guinea","2014","2014",46.29505,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDA","Republic of Moldova","2012","2012",99.45616,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TGO","Togo","2015","2015",78.37085,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","BIH","Bosnia and Herzegovina","2013","2013",97.02527,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PRY","Paraguay","2012","2012",77.84149,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PRY","Paraguay","2013","2013",78.70841,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PRY","Paraguay","2014","2014",80.42565,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PRY","Paraguay","2015","2015",80.80704,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PRY","Paraguay","2016","2016",77.81256,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2012","2012",81.12005,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","RWA","Rwanda","2014","2014",83.8141,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CPV","Cabo Verde","2012","2012",85.32779,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CPV","Cabo Verde","2015","2015",86.79029,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","SRB","Serbia","2016","2016",0.98722,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AGO","Angola","2014","2014",84.86238,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","THA","Thailand","2013","2013",93.70207,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","THA","Thailand","2015","2015",92.86831,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","GEO","Georgia","2014","2014",1.00052,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2012","2012",73.51005,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2013","2013",73.77783,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2014","2014",74.37467,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2015","2015",74.81193,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2016","2016",75.24678,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","ZAF","South Africa","2012","2012",75.57274,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","ZAF","South Africa","2014","2014",77.376,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","ZAF","South Africa","2015","2015",78.26556,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40505","Central Asia","2012","2012",99.79405,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40505","Central Asia","2013","2013",99.79888,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40505","Central Asia","2014","2014",99.79864,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40505","Central Asia","2015","2015",99.80346,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40505","Central Asia","2016","2016",99.80558,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40535","South and West Asia","2012","2012",59.55252,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40535","South and West Asia","2013","2013",60.34195,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40535","South and West Asia","2014","2014",61.38318,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40535","South and West Asia","2015","2015",62.23625,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40535","South and West Asia","2016","2016",63.22547,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","COL","Colombia","2014","2014",94.48466,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","COL","Colombia","2015","2015",94.41582,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","COL","Colombia","2016","2016",94.89022,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KEN","Kenya","2014","2014",78.73304,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","BFA","Burkina Faso","2014","2014",0.77175,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","GLP","Guadeloupe","2014","2014",1.00911,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PSE","Palestine","2012","2012",52.80669,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PSE","Palestine","2013","2013",56.72189,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PSE","Palestine","2014","2014",58.32675,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PSE","Palestine","2015","2015",60.9897,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PSE","Palestine","2016","2016",63.93363,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TJK","Tajikistan","2014","2014",99.7,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CPV","Cabo Verde","2012","2012",90.4745,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CPV","Cabo Verde","2015","2015",91.69144,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2012","2012",99.955,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2013","2013",99.97687,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2014","2014",99.97624,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2015","2015",99.96367,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AZE","Azerbaijan","2016","2016",99.96238,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","LAO","Lao People's Democratic Republic","2015","2015",0.8825,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","OMN","Oman","2014","2014",91.9812,"+","National Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","OMN","Oman","2015","2015",93.03861,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","OMN","Oman","2016","2016",94.89999,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","OMN","Oman","2017","2017",96.11155,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2012","2012",96.36979,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2013","2013",96.54808,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2014","2014",96.71666,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2015","2015",96.82549,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SGP","Singapore","2016","2016",97.04959,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SUR","Suriname","2012","2012",0.99158,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","CIV","Côte d'Ivoire","2012","2012",0.59043,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","CIV","Côte d'Ivoire","2014","2014",0.7255,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MDV","Maldives","2014","2014",98.69167,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2012","2012",99.02019,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LKA","Sri Lanka","2016","2016",93.45589,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LKA","Sri Lanka","2017","2017",92.98055,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRN","Iran (Islamic Republic of)","2012","2012",78.41627,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRN","Iran (Islamic Republic of)","2013","2013",79.75584,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRN","Iran (Islamic Republic of)","2014","2014",79.83935,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRN","Iran (Islamic Republic of)","2016","2016",80.78744,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2012","2012",94.46057,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2015","2015",92.45508,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40044","Low income countries","2012","2012",64.87337,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40044","Low income countries","2013","2013",65.58115,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40044","Low income countries","2014","2014",66.94931,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40044","Low income countries","2015","2015",67.93738,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40044","Low income countries","2016","2016",69.18539,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PER","Peru","2012","2012",93.84173,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PER","Peru","2014","2014",93.70795,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PER","Peru","2015","2015",94.16234,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PER","Peru","2016","2016",94.17367,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","JOR","Jordan","2012","2012",0.9891,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MDG","Madagascar","2012","2012",0.96036,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BEN","Benin","2012","2012",63.94092,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","NER","Niger","2012","2012",39.05869,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2012","2012",72.58342,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2013","2013",71.63622,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PAK","Pakistan","2014","2014",72.7954,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GEO","Georgia","2014","2014",99.51458,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","VUT","Vanuatu","2014","2014",0.96542,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SAU","Saudi Arabia","2013","2013",91.36925,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2012","2012",99.37587,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2013","2013",99.55132,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2014","2014",99.29671,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2015","2015",99.5597,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2016","2016",99.50271,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2012","2012",82.33075,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2014","2014",85.06624,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","EGY","Egypt","2012","2012",41.12915,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","EGY","Egypt","2013","2013",57.1875,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","EGY","Egypt","2017","2017",79.54153,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","DOM","Dominican Republic","2012","2012",90.15518,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","DOM","Dominican Republic","2013","2013",90.85815,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","DOM","Dominican Republic","2014","2014",91.76376,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","DOM","Dominican Republic","2015","2015",91.99121,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","DOM","Dominican Republic","2016","2016",93.77846,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40540","Sub-Saharan Africa","2012","2012",70.42991,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40540","Sub-Saharan Africa","2013","2013",70.76254,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40540","Sub-Saharan Africa","2014","2014",71.33198,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40540","Sub-Saharan Africa","2015","2015",71.64192,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40540","Sub-Saharan Africa","2016","2016",72.08187,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PRY","Paraguay","2012","2012",94.81725,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PRY","Paraguay","2013","2013",95.66619,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PRY","Paraguay","2014","2014",95.54606,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PRY","Paraguay","2015","2015",96.2543,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PRY","Paraguay","2016","2016",95.47606,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ESP","Spain","2012","2012",97.21804,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ESP","Spain","2013","2013",97.44054,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ESP","Spain","2014","2014",97.48735,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ESP","Spain","2015","2015",97.54713,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ESP","Spain","2016","2016",97.69536,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","STP","Sao Tome and Principe","2012","2012",90.1431,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2012","2012",99.02957,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2013","2013",98.60191,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2014","2014",99.07946,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2015","2015",99.01495,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MEX","Mexico","2016","2016",99.20723,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BTN","Bhutan","2012","2012",14.93796,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2012","2012",98.83163,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2013","2013",98.60464,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2014","2014",99.09777,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2015","2015",99.1262,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ECU","Ecuador","2016","2016",99.05711,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COM","Comoros","2012","2012",56.4798,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2012","2012",94.00283,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2013","2013",93.85074,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2014","2014",95.04737,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2015","2015",94.99325,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","HND","Honduras","2016","2016",94.94519,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KWT","Kuwait","2012","2012",79.22355,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KWT","Kuwait","2013","2013",85.71967,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KWT","Kuwait","2015","2015",86.93925,,
